current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
661062,6063,53107,"[142495, 387706, 50911, 321046, 318975]","[11815, 26250, 5827, 18274, 29427]","[3099, 8500, 1116, 1688, 8168]",2110321,"[9, 9, 8, 6, 2]"
170316,4515,5297,"[392346, 125270, 447248, 420103, 279965]","[36681, 5243, 13977, 21456, 21707]","[5880, 1406, 2485, 3372, 2137]",379500,"[10, 8, 8, 7, 3]"
389404,3343,24089,"[247514, 412613, 386545, 185251, 185754]","[11485, 31699, 40872, 8885, 6052]","[2884, 6695, 5411, 4914, 5307]",679907,"[9, 8, 7, 4, 3]"
391642,9901,33531,"[371342, 459910, 488236, 259789, 267305]","[8173, 54350, 51809, 21372, 5677]","[3970, 7497, 10107, 5898, 6604]",1101928,"[8, 6, 5, 5, 4]"
146446,3031,7522,"[431790, 102600, 52522, 161694, 214183]","[48225, 8738, 5431, 5910, 19416]","[4935, 946, 1016, 3244, 3697]",310914,"[10, 9, 9, 7, 3]"
1712,38,196,"[6208, 285729, 416999, 75801, 357458]","[183, 21194, 43858, 2023, 22029]","[156, 7560, 10168, 958, 6317]",3995,"[8, 7, 5, 4, 2]"
119619,3426,2539,"[176267, 364924, 5504, 120649, 110469]","[15882, 33939, 249, 2580, 9873]","[4887, 9100, 113, 3551, 1748]",296559,"[9, 9, 8, 6, 4]"
280421,1406,32284,"[227760, 473827, 37743, 166719, 491756]","[13614, 10993, 2010, 6716, 16304]","[6194, 10778, 219, 4667, 13560]",608495,"[10, 10, 10, 6, 5]"
116669,1254,2352,"[367466, 75321, 132338, 471212, 470237]","[41737, 8542, 10515, 44891, 49758]","[5412, 1467, 1244, 13965, 13277]",151557,"[10, 9, 9, 6, 4]"
337711,7559,9859,"[99290, 469134, 126700, 223684, 193218]","[2381, 22713, 8779, 23339, 13696]","[941, 13989, 1488, 6628, 5489]",1054336,"[7, 7, 4, 3, 3]"
2347,15,221,"[475816, 31987, 115548, 379803, 386133]","[27180, 1744, 4979, 9072, 42726]","[5149, 874, 3338, 7374, 5524]",4590,"[9, 9, 8, 7, 5]"
303332,8986,21811,"[469433, 396481, 224189, 197719, 273419]","[47038, 25889, 16235, 9307, 25602]","[6584, 2651, 2048, 1623, 4346]",367264,"[9, 8, 5, 4, 3]"
147044,2941,13438,"[153774, 461870, 266195, 158263, 418087]","[13625, 54324, 25948, 3325, 47475]","[4100, 5439, 2539, 4349, 9288]",265793,"[9, 8, 8, 5, 4]"
256852,1585,10258,"[44137, 85556, 197176, 347338, 37672]","[3653, 7103, 20756, 21015, 3523]","[957, 2077, 4240, 2431, 464]",877233,"[10, 10, 8, 8, 3]"
2415,17,142,"[403335, 156625, 297366, 198164, 111841]","[26753, 16829, 21279, 16881, 7000]","[10789, 3377, 2160, 3356, 2872]",6933,"[10, 8, 7, 6, 3]"
221696,5742,23530,"[95898, 39068, 267787, 288926, 428640]","[2976, 3443, 29471, 32398, 34592]","[1762, 1166, 5218, 8143, 11965]",560666,"[10, 6, 6, 3, 2]"
250626,4076,6661,"[181746, 211319, 188489, 390935, 396240]","[18634, 13958, 4602, 33282, 36789]","[1370, 5367, 1296, 6270, 6814]",454280,"[10, 9, 6, 4, 3]"
167721,1008,7050,"[480955, 410324, 157050, 47376, 251026]","[24191, 26972, 14873, 1032, 14905]","[9096, 4258, 1093, 875, 5257]",251996,"[8, 5, 4, 4, 2]"
238686,4359,11736,"[11718, 495276, 387637, 281210, 327280]","[383, 30719, 20689, 10625, 10176]","[333, 13759, 9418, 3177, 4284]",631478,"[10, 8, 7, 6, 6]"
374981,2570,40913,"[134759, 121937, 330178, 244280, 497426]","[3833, 11426, 9911, 27827, 53054]","[2408, 2382, 7382, 5688, 8595]",999113,"[10, 4, 4, 3, 3]"
179804,4352,8058,"[71380, 376499, 485373, 274870, 186622]","[6500, 14316, 47343, 26094, 21401]","[666, 8678, 6342, 3311, 2806]",496939,"[9, 9, 8, 3, 3]"
772,10,33,"[453884, 69081, 3765, 186426, 301329]","[18963, 5011, 147, 16530, 21548]","[3946, 461, 31, 1568, 3863]",1043,"[6, 5, 4, 4, 2]"
108757,1271,11617,"[5568, 281624, 300502, 210399, 125261]","[340, 8613, 12426, 10251, 12351]","[123, 2879, 7803, 5571, 3389]",281233,"[10, 8, 8, 8, 4]"
96893,2795,5955,"[20699, 82473, 472599, 366632, 214191]","[1942, 9833, 45887, 12059, 20358]","[479, 756, 11261, 8017, 6395]",250779,"[10, 10, 10, 4, 2]"
174541,1448,8616,"[79266, 213407, 400500, 205664, 227634]","[2532, 23979, 46513, 8975, 7120]","[1576, 2207, 7427, 3157, 5645]",239709,"[7, 7, 5, 4, 3]"
166786,3431,7707,"[72163, 375946, 444563, 490925, 378841]","[2718, 14167, 32586, 24929, 24965]","[912, 6156, 5400, 12316, 7177]",507419,"[5, 5, 2, 2, 2]"
219462,4194,11816,"[109572, 75491, 474311, 348037, 402920]","[3652, 2303, 30308, 22157, 47603]","[897, 1290, 4757, 7846, 5960]",482681,"[9, 8, 6, 4, 4]"
312779,4020,30308,"[418820, 395126, 211830, 175131, 41795]","[26920, 11046, 15381, 17560, 4925]","[6275, 6276, 1349, 4269, 957]",827145,"[7, 7, 7, 5, 3]"
337585,8488,36843,"[47649, 347074, 156007, 324904, 296805]","[3148, 27925, 17061, 35437, 32435]","[734, 8239, 1689, 8375, 4019]",1142270,"[10, 8, 6, 4, 3]"
2176,49,198,"[299724, 78894, 362543, 97100, 43585]","[21971, 4663, 23985, 5296, 2732]","[8240, 2312, 5089, 1020, 303]",4093,"[9, 8, 5, 4, 3]"
130504,681,7762,"[205188, 132607, 318893, 113856, 253816]","[12023, 10788, 33873, 12529, 5876]","[1653, 677, 5520, 1811, 4732]",402232,"[9, 7, 6, 4, 2]"
884386,10363,22637,"[255240, 117441, 462991, 360581, 80366]","[12154, 13815, 39736, 22011, 8667]","[1683, 1568, 8271, 2288, 694]",1811916,"[9, 9, 6, 5, 3]"
2624,31,280,"[127708, 422895, 399640, 100177, 42923]","[6150, 20017, 27660, 5567, 1191]","[1767, 4807, 10486, 2600, 366]",3321,"[10, 9, 9, 2, 2]"
217471,2213,19685,"[352382, 310032, 310501, 245484, 87231]","[18651, 7157, 10545, 27478, 4920]","[9516, 9152, 4624, 5992, 804]",398733,"[9, 8, 7, 7, 2]"
239943,1675,8167,"[458673, 414173, 213351, 402462, 289690]","[33589, 26989, 24356, 37445, 15568]","[13028, 10892, 6158, 2980, 8366]",500201,"[7, 7, 5, 5, 5]"
349148,3874,41615,"[155081, 392688, 343844, 96043, 473549]","[17169, 40272, 24936, 4388, 40385]","[1785, 5388, 5733, 1675, 4607]",840965,"[7, 7, 6, 3, 3]"
28804,690,2306,"[16170, 1193, 170692, 112440, 440769]","[1729, 111, 6713, 10480, 36839]","[393, 31, 2182, 2373, 5235]",72940,"[10, 8, 7, 6, 4]"
424793,12615,20936,"[318006, 356536, 474470, 114222, 432349]","[30001, 25239, 28990, 10687, 38354]","[6906, 8216, 12717, 1221, 8267]",1263575,"[10, 7, 6, 4, 2]"
2711,79,105,"[426176, 497504, 154756, 239398, 306833]","[9013, 33036, 8404, 25232, 30416]","[5669, 13243, 4308, 4503, 2755]",4960,"[10, 4, 4, 3, 3]"
230487,6052,27261,"[324350, 129910, 425117, 52869, 124419]","[26757, 12626, 9045, 5022, 4108]","[7282, 2128, 7992, 710, 1385]",733087,"[10, 7, 5, 4, 2]"
277175,6837,22633,"[306990, 403007, 43810, 28034, 284770]","[7925, 28612, 2717, 1662, 16273]","[5617, 3326, 1173, 531, 3895]",590412,"[10, 10, 7, 4, 4]"
52188,1042,2798,"[117574, 36710, 196702, 60650, 127731]","[8434, 750, 9253, 6467, 5276]","[778, 412, 5053, 1193, 2510]",166591,"[10, 9, 7, 6, 6]"
172554,2608,7020,"[70433, 292265, 144583, 93310, 318555]","[2465, 15201, 15025, 2629, 24884]","[1056, 2340, 2564, 1671, 4603]",298380,"[8, 8, 6, 5, 2]"
135648,2053,12401,"[34260, 267235, 118746, 437046, 75460]","[995, 27904, 4505, 16350, 7046]","[328, 2153, 1589, 11349, 710]",394866,"[10, 10, 9, 7, 5]"
444512,5501,30674,"[96185, 168891, 65776, 83360, 481005]","[8236, 16579, 5212, 6651, 20934]","[2091, 1452, 782, 791, 13823]",803932,"[9, 8, 7, 5, 2]"
210433,3119,20119,"[167134, 474164, 345794, 491802, 289995]","[11147, 13722, 35433, 15697, 28989]","[4689, 9101, 3163, 7828, 2456]",221021,"[6, 6, 5, 5, 4]"
488,6,53,"[11411, 116273, 20088, 207467, 298271]","[753, 7302, 1226, 10599, 15072]","[256, 2202, 115, 1289, 5742]",895,"[9, 9, 9, 4, 3]"
270493,4454,20268,"[396748, 159712, 372030, 209765, 296341]","[32017, 11297, 13083, 5086, 20820]","[9275, 1506, 8289, 3914, 4132]",547444,"[4, 4, 3, 3, 2]"
144299,4050,14798,"[296483, 59504, 408984, 208012, 248716]","[13026, 3506, 48941, 19971, 11927]","[7133, 829, 8260, 5016, 5850]",234035,"[8, 6, 6, 4, 3]"
182110,4646,13405,"[302943, 50808, 374599, 370851, 144369]","[29428, 1720, 22424, 27344, 4687]","[4306, 365, 10852, 8819, 2962]",199709,"[10, 10, 9, 9, 2]"
195418,3009,3935,"[160201, 158262, 437420, 27426, 333294]","[17737, 16418, 52396, 1928, 29867]","[1444, 4508, 6547, 765, 2505]",245015,"[10, 7, 3, 3, 2]"
338122,3976,39681,"[356881, 348790, 37764, 299630, 424486]","[27672, 35609, 1848, 31094, 37223]","[10592, 8935, 379, 4861, 3220]",522175,"[9, 8, 4, 4, 3]"
962827,22335,48312,"[168969, 94858, 234189, 299789, 37668]","[8922, 9911, 9945, 16922, 4205]","[3267, 489, 2599, 7144, 237]",1515763,"[9, 9, 4, 2, 2]"
292273,5482,21601,"[261461, 248891, 108949, 312157, 426883]","[10463, 19763, 6711, 24822, 22635]","[2811, 6449, 3050, 7064, 3858]",764627,"[9, 9, 9, 8, 5]"
102820,1947,2259,"[204475, 281107, 147956, 38069, 20893]","[6496, 25559, 16681, 2523, 2439]","[3846, 8032, 3508, 626, 122]",180836,"[6, 6, 6, 2, 2]"
409715,5766,20417,"[381147, 477505, 457083, 17261, 281420]","[24458, 15556, 34514, 960, 15359]","[2805, 14072, 10581, 207, 7861]",1204619,"[9, 4, 3, 2, 2]"
136431,1236,12689,"[458463, 237583, 11955, 138715, 127115]","[44018, 11689, 985, 11012, 12865]","[3384, 5353, 158, 1143, 2961]",472804,"[10, 6, 5, 5, 3]"
279451,4847,28961,"[272322, 42424, 383965, 68701, 196928]","[30202, 4187, 16134, 4710, 11689]","[6577, 1161, 4673, 1183, 4588]",594720,"[10, 9, 4, 3, 2]"
257199,5443,19207,"[245239, 186214, 227505, 146916, 397231]","[19737, 9815, 23146, 4928, 42970]","[7201, 5435, 1977, 2753, 7794]",477350,"[10, 9, 6, 5, 3]"
103417,2722,11238,"[30292, 123225, 248899, 352530, 165634]","[2863, 2981, 26920, 12440, 13053]","[636, 2555, 5808, 9969, 4666]",183540,"[10, 8, 7, 2, 2]"
147338,3798,9200,"[26427, 302000, 250189, 260042, 313189]","[715, 27341, 8399, 7527, 18747]","[183, 7770, 4147, 5116, 6082]",461029,"[7, 6, 6, 5, 4]"
96959,1282,7065,"[24211, 301699, 239794, 36847, 109777]","[1030, 8981, 15253, 3135, 9060]","[589, 5027, 3127, 680, 3224]",126832,"[10, 8, 6, 4, 2]"
641500,15177,46329,"[431071, 270518, 218876, 23807, 384443]","[27730, 20287, 11573, 2113, 22407]","[5507, 5595, 2961, 361, 8754]",1027120,"[10, 10, 5, 2, 2]"
345098,2714,28840,"[381679, 370615, 239512, 3198, 317847]","[33133, 29797, 7807, 370, 24206]","[6386, 5541, 2454, 92, 7168]",951909,"[7, 6, 5, 5, 2]"
306432,5002,8042,"[215435, 352829, 153030, 315699, 329622]","[25493, 35573, 18241, 18302, 9151]","[2388, 10210, 2182, 2563, 6535]",796885,"[8, 7, 4, 3, 2]"
150865,1100,6991,"[94749, 43223, 219909, 63737, 218087]","[2574, 3529, 4469, 6326, 9663]","[1182, 587, 5297, 742, 2641]",358365,"[9, 8, 7, 7, 3]"
308881,7655,10894,"[306891, 321287, 225887, 276034, 437113]","[33173, 16946, 22020, 31705, 49854]","[5560, 9504, 4833, 2266, 11893]",796847,"[10, 9, 8, 8, 2]"
117783,1094,2685,"[176128, 16954, 223638, 41951, 181197]","[5420, 1301, 15316, 1255, 8465]","[4140, 405, 4465, 325, 4770]",215699,"[9, 9, 6, 6, 5]"
607,11,70,"[367647, 370426, 244873, 319242, 23371]","[31893, 18239, 22269, 27893, 1892]","[4580, 4289, 3283, 4089, 162]",1642,"[10, 9, 9, 8, 3]"
110583,960,11996,"[231765, 24706, 434726, 349806, 409637]","[13083, 1158, 24057, 39552, 11219]","[3839, 245, 6040, 7669, 12011]",165256,"[4, 4, 3, 3, 3]"
416028,10379,41306,"[256026, 465372, 432013, 486429, 22515]","[26874, 14202, 31260, 19283, 928]","[2923, 7671, 7499, 13030, 614]",453512,"[9, 9, 7, 5, 2]"
207882,3453,17630,"[342720, 289753, 251026, 146753, 225874]","[18682, 17977, 22639, 14057, 26746]","[4954, 4364, 4657, 3743, 4861]",604870,"[8, 7, 5, 2, 2]"
982270,27235,101564,"[431714, 223523, 485166, 353395, 254307]","[42507, 10222, 45754, 30816, 18452]","[5671, 5994, 7311, 5077, 5349]",2387022,"[10, 9, 9, 5, 2]"
286563,8260,24358,"[194978, 219360, 412688, 175573, 367666]","[6449, 13968, 36266, 11490, 30066]","[5336, 3105, 10611, 1005, 9675]",516450,"[10, 9, 9, 5, 3]"
96241,658,7606,"[93312, 105384, 410105, 383756, 229682]","[6065, 10302, 44560, 17266, 10074]","[1475, 662, 9080, 9111, 3131]",268770,"[9, 9, 7, 4, 2]"
268726,1790,13502,"[388518, 326252, 454683, 325648, 211338]","[34017, 9634, 44676, 26379, 19334]","[4482, 3437, 11663, 4806, 4096]",598290,"[10, 9, 8, 3, 2]"
688887,20328,81423,"[456752, 69363, 280473, 434831, 110252]","[22255, 7326, 17375, 24142, 9894]","[8138, 931, 1809, 3985, 2680]",1664929,"[10, 9, 8, 7, 3]"
260258,4030,7748,"[369396, 247417, 443819, 163801, 24336]","[9017, 24277, 17870, 15717, 2008]","[4982, 5713, 4841, 1718, 159]",279521,"[7, 6, 6, 4, 3]"
219103,5651,4566,"[232658, 209562, 78408, 127590, 342388]","[18260, 9004, 3195, 14570, 22269]","[5974, 5851, 1597, 1591, 7530]",243677,"[10, 4, 4, 2, 2]"
2224,48,118,"[187783, 299789, 198374, 457742, 193674]","[6600, 17229, 7588, 39005, 18847]","[5087, 7949, 1483, 3726, 5372]",4525,"[10, 10, 8, 6, 4]"
378776,3069,16069,"[451668, 284711, 387629, 237764, 14508]","[37022, 11566, 46470, 11482, 1091]","[8515, 4637, 4278, 4549, 105]",1256564,"[10, 7, 5, 2, 2]"
322095,6408,36976,"[489327, 292463, 24747, 263831, 236904]","[28492, 6478, 2854, 5681, 8416]","[9043, 6186, 574, 2947, 2967]",462433,"[10, 6, 6, 3, 3]"
136807,1564,3035,"[13959, 333826, 175835, 84580, 258382]","[544, 23196, 10501, 3431, 11506]","[152, 5165, 2595, 1594, 1894]",311952,"[10, 10, 6, 5, 4]"
343450,2086,12126,"[200861, 468563, 109528, 83096, 167394]","[5502, 53075, 4035, 5384, 18798]","[5164, 8054, 1114, 1473, 3128]",809228,"[9, 9, 8, 6, 6]"
165726,3137,13594,"[20004, 92446, 84910, 423622, 381448]","[651, 6704, 6644, 18523, 37489]","[162, 1622, 1831, 2699, 9574]",234917,"[10, 8, 4, 3, 2]"
237562,4964,15659,"[477687, 37823, 172296, 11726, 383882]","[16865, 4219, 16835, 726, 30096]","[8858, 739, 4566, 117, 8481]",256716,"[10, 8, 6, 4, 3]"
200305,5413,21529,"[146702, 202276, 345148, 46773, 253113]","[10131, 24027, 26112, 4318, 15610]","[1928, 5646, 8131, 914, 3394]",575919,"[9, 7, 5, 4, 3]"
114255,2392,9568,"[46483, 424188, 200023, 79012, 398413]","[5120, 30181, 19961, 4758, 34939]","[428, 9931, 4933, 573, 3817]",307014,"[10, 9, 8, 4, 3]"
152358,3725,6210,"[257241, 332352, 126513, 143382, 113823]","[23039, 12663, 4481, 17097, 5312]","[2596, 3248, 1936, 2184, 2368]",336932,"[9, 9, 6, 6, 4]"
296044,3152,26336,"[87370, 320142, 160895, 288289, 48738]","[2341, 6496, 15556, 14127, 5298]","[840, 6286, 1244, 4343, 1318]",980124,"[8, 6, 6, 5, 4]"
296474,4573,16568,"[298384, 308557, 217522, 203804, 212334]","[17005, 36734, 13008, 21253, 22503]","[3452, 6136, 6239, 4108, 5378]",548537,"[10, 10, 9, 8, 2]"
109744,3246,5955,"[16833, 142454, 364334, 285283, 68163]","[1141, 3463, 27432, 32251, 1959]","[136, 2091, 8521, 5738, 1121]",166852,"[10, 9, 9, 8, 7]"
455615,11991,42308,"[68128, 147004, 429920, 210273, 451963]","[4388, 8758, 29695, 17471, 28179]","[1980, 1232, 7262, 3235, 10086]",574935,"[10, 9, 8, 5, 3]"
359435,6786,39314,"[356176, 335069, 136647, 261016, 266427]","[31506, 10985, 8472, 27151, 16985]","[5667, 3938, 858, 4652, 6490]",1092729,"[10, 5, 5, 3, 2]"
242308,3072,9123,"[205325, 189681, 249286, 236049, 421741]","[15206, 7407, 9119, 25060, 33732]","[1617, 5154, 4012, 7018, 5079]",414630,"[9, 9, 5, 4, 2]"
173117,2221,8247,"[55808, 322384, 428936, 460061, 122195]","[3889, 26733, 36921, 43914, 11742]","[1612, 7702, 10977, 8422, 2620]",334687,"[9, 9, 5, 4, 4]"
303843,2921,21045,"[289039, 367493, 344125, 374958, 314599]","[21717, 31874, 9764, 35997, 35240]","[3293, 5332, 8119, 4203, 5837]",548025,"[9, 9, 9, 6, 2]"
273914,4157,11779,"[377414, 189685, 25886, 336842, 86043]","[36460, 5564, 1028, 27489, 5459]","[8177, 5564, 163, 3297, 1807]",402615,"[10, 10, 8, 2, 2]"
1908,33,145,"[402499, 252667, 93356, 302680, 377932]","[40782, 16005, 7181, 18832, 26985]","[10911, 4283, 484, 7565, 7726]",6012,"[10, 8, 8, 8, 7]"
250096,6148,20103,"[288399, 233517, 50706, 186455, 242803]","[28718, 18619, 4913, 12089, 26967]","[5765, 5228, 1080, 4068, 5105]",262843,"[10, 9, 8, 5, 2]"
1098,27,47,"[319278, 366767, 486131, 71336, 52379]","[23468, 11391, 23480, 5860, 2633]","[4514, 8675, 9418, 1280, 686]",3180,"[8, 7, 5, 3, 3]"
293992,3597,21447,"[98537, 146106, 34482, 385414, 369268]","[4722, 5188, 2626, 24082, 22059]","[1353, 3183, 619, 7103, 4690]",415098,"[10, 10, 9, 7, 3]"
282106,7765,15438,"[459611, 417168, 51849, 382357, 350521]","[25005, 29086, 3354, 25257, 37822]","[8103, 11900, 450, 4590, 7505]",668441,"[10, 10, 9, 5, 4]"
396463,5510,17887,"[284095, 302226, 431930, 330011, 464836]","[26656, 33257, 37012, 34520, 55718]","[4967, 8577, 5878, 7801, 12800]",1166425,"[9, 7, 5, 2, 2]"
163290,832,15600,"[120530, 104863, 185162, 7251, 183775]","[7904, 3608, 12508, 364, 21949]","[1159, 1516, 3779, 98, 3098]",474985,"[9, 7, 5, 4, 3]"
305049,2925,20058,"[489187, 230656, 160747, 296854, 310478]","[45814, 14900, 9753, 25506, 28799]","[13843, 2634, 3609, 4024, 7122]",571751,"[9, 9, 6, 6, 3]"
277067,5072,15956,"[229145, 229622, 316091, 316900, 298801]","[16362, 6175, 24689, 8853, 27634]","[4896, 3979, 7497, 3808, 4828]",857737,"[10, 9, 8, 7, 3]"
191835,3947,17927,"[220918, 284812, 23061, 431289, 391595]","[14372, 18972, 1073, 51140, 43303]","[4017, 1670, 212, 11363, 11070]",344016,"[10, 8, 7, 7, 5]"
205335,3925,5185,"[242087, 389731, 100696, 304930, 428401]","[14677, 17015, 10939, 29964, 37155]","[2463, 3944, 1740, 5571, 4884]",216613,"[8, 6, 3, 3, 2]"
125314,2458,5723,"[214864, 243610, 468700, 322335, 234982]","[16102, 23883, 53355, 15595, 22161]","[5831, 1978, 9209, 6542, 2775]",191891,"[10, 9, 7, 6, 2]"
2903,16,171,"[489007, 276235, 158212, 81716, 1178]","[45360, 27224, 4353, 9724, 74]","[9605, 5480, 2159, 1521, 23]",3066,"[10, 8, 6, 5, 2]"
2365,15,104,"[320054, 208201, 188360, 27494, 303967]","[15555, 11590, 18521, 1744, 30071]","[6670, 1213, 5503, 262, 3614]",2717,"[9, 8, 5, 4, 3]"
155664,1310,17764,"[10308, 338269, 409787, 29517, 256414]","[1043, 20427, 31622, 3506, 29861]","[182, 2504, 9227, 345, 5573]",189535,"[10, 5, 4, 3, 2]"
2714,56,121,"[306151, 228911, 347724, 138071, 141156]","[34711, 18082, 29910, 3030, 12287]","[4503, 3778, 8763, 2498, 4188]",3137,"[10, 6, 6, 6, 2]"
815360,16055,82683,"[94701, 272335, 77489, 25576, 297068]","[10974, 14248, 6978, 2031, 22923]","[1844, 3419, 2104, 715, 6272]",1788036,"[8, 6, 4, 4, 3]"
415638,3447,45125,"[27471, 383549, 353890, 385375, 313301]","[3036, 30852, 27049, 34733, 28996]","[636, 7869, 8518, 3315, 8000]",440088,"[10, 9, 5, 2, 2]"
821842,6817,96896,"[205035, 84627, 330745, 18612, 22380]","[15296, 8061, 19254, 690, 1409]","[3171, 1313, 7403, 281, 645]",1846090,"[9, 9, 8, 4, 2]"
184570,3963,4940,"[49242, 417293, 32270, 32523, 473067]","[3004, 14661, 2989, 1282, 51311]","[707, 11654, 957, 789, 9735]",250442,"[9, 8, 5, 4, 2]"
88935,2433,8156,"[180997, 2845, 193223, 413173, 189871]","[17806, 177, 18078, 33035, 10033]","[2771, 52, 5586, 11686, 5631]",254465,"[9, 9, 8, 5, 2]"
1029,15,41,"[81980, 259458, 365863, 178683, 104363]","[7494, 25435, 38166, 16582, 3757]","[2328, 2681, 5099, 2810, 2380]",3369,"[5, 4, 3, 3, 2]"
374014,2364,22500,"[482724, 332427, 353216, 78571, 196479]","[51549, 39317, 18255, 7380, 14397]","[6749, 3251, 8116, 704, 2360]",469096,"[10, 10, 6, 4, 4]"
511418,4270,24295,"[405275, 30010, 39328, 246365, 364626]","[47037, 1574, 3433, 22919, 14500]","[9055, 157, 607, 3390, 10326]",1588166,"[6, 4, 2, 2, 2]"
2904,15,164,"[403049, 374382, 247308, 43876, 209780]","[14866, 39335, 17372, 2180, 12685]","[6178, 9079, 6719, 741, 2742]",4864,"[9, 7, 6, 6, 2]"
407038,9101,38338,"[386591, 221237, 252150, 287656, 152960]","[41078, 16691, 8696, 5895, 12542]","[7655, 2268, 6622, 7678, 3839]",711501,"[10, 10, 7, 7, 2]"
289022,7937,17991,"[204401, 84329, 487282, 407215, 457709]","[24185, 5377, 25194, 33783, 22001]","[5404, 2302, 6640, 5684, 3279]",501466,"[10, 9, 9, 3, 2]"
2968,38,161,"[325428, 16967, 55883, 42631, 48369]","[29982, 1949, 1474, 4544, 2980]","[8770, 215, 1652, 902, 1000]",3766,"[10, 8, 6, 3, 2]"
136043,2589,8682,"[153016, 185458, 261356, 46977, 363259]","[10704, 11191, 25974, 2300, 32295]","[1169, 1452, 5514, 332, 3224]",468465,"[9, 8, 7, 6, 3]"
430,2,28,"[13503, 304184, 131471, 41835, 48282]","[1094, 19678, 13204, 3493, 1897]","[321, 5342, 779, 622, 726]",1380,"[5, 5, 4, 3, 2]"
328160,5314,33947,"[426595, 315013, 112024, 366855, 485200]","[29230, 35425, 9917, 36034, 37865]","[11692, 2731, 1819, 7309, 13021]",784696,"[9, 7, 6, 4, 4]"
45462,1203,5391,"[209660, 317173, 287844, 96375, 329983]","[6263, 36362, 8108, 8460, 36568]","[1987, 3466, 4509, 1191, 7911]",147460,"[10, 7, 6, 3, 2]"
366638,4691,10801,"[282478, 333293, 167678, 289506, 244810]","[27446, 19146, 13064, 16225, 22142]","[4494, 8039, 892, 3909, 6598]",1080645,"[8, 6, 4, 2, 2]"
226822,3108,7261,"[465671, 197641, 51643, 211626, 394579]","[48197, 13356, 5076, 9297, 21351]","[12825, 5488, 626, 1500, 11137]",394873,"[9, 9, 8, 4, 4]"
369527,6940,19948,"[484044, 171968, 415456, 299427, 396274]","[22865, 10660, 25543, 18978, 43852]","[3149, 4908, 8993, 6718, 3545]",1069479,"[9, 9, 7, 6, 6]"
1332,22,141,"[289575, 370700, 360501, 114447, 423756]","[30902, 17131, 20267, 4788, 38090]","[4242, 6082, 7881, 2354, 10322]",3949,"[7, 7, 4, 2, 2]"
164656,4257,5656,"[385945, 107126, 131565, 38812, 286340]","[16990, 5864, 5271, 2423, 15176]","[7086, 2717, 3888, 438, 2194]",375046,"[10, 8, 5, 3, 3]"
483831,3849,50572,"[384194, 10302, 429393, 492777, 417535]","[13460, 1050, 29026, 46616, 18389]","[6590, 240, 7339, 8107, 10549]",1515781,"[8, 7, 7, 6, 4]"
287920,7729,22378,"[294476, 467597, 387141, 41139, 294545]","[22915, 9802, 36061, 2598, 30803]","[5562, 12095, 7855, 972, 6980]",922278,"[8, 7, 5, 3, 2]"
303577,7452,20958,"[275773, 50546, 279678, 483431, 158715]","[30196, 2038, 16124, 17867, 7680]","[3399, 665, 5880, 11391, 2819]",745098,"[10, 9, 5, 5, 2]"
230155,3635,15543,"[26369, 184113, 407685, 496379, 61560]","[2063, 8382, 34292, 55041, 3722]","[753, 5257, 4153, 7840, 1831]",698402,"[10, 8, 8, 6, 2]"
599107,17692,22974,"[423087, 128462, 320572, 142622, 70001]","[14349, 6659, 34023, 3377, 7232]","[8683, 771, 6427, 2232, 1821]",1919897,"[10, 9, 7, 5, 2]"
247892,5506,8597,"[488810, 49412, 227473, 95970, 381884]","[31555, 3499, 21518, 5642, 24975]","[2897, 411, 3745, 589, 4840]",559666,"[10, 7, 5, 3, 3]"
182427,4880,17579,"[69975, 303157, 321908, 74490, 253451]","[8172, 8444, 14969, 8705, 16355]","[1349, 2129, 3895, 446, 2138]",303939,"[8, 5, 4, 4, 4]"
395409,10646,9134,"[430720, 394693, 268680, 414935, 291263]","[28444, 8630, 7532, 12012, 11343]","[3168, 3025, 5621, 3302, 4842]",1151052,"[7, 7, 7, 3, 2]"
91233,1979,8750,"[76464, 2883, 27748, 343566, 31214]","[7969, 172, 589, 14190, 734]","[1134, 40, 207, 8202, 587]",138620,"[7, 7, 6, 2, 2]"
453648,10249,14755,"[431035, 312017, 249187, 368717, 403458]","[14029, 31705, 12136, 29596, 17981]","[8566, 2571, 5329, 7126, 7255]",602714,"[9, 7, 5, 3, 2]"
